tc,day,year,light,mld,dmld,N0,ps2,lsdps2,t
2352,163,2004,115.579666562949,17.0625530430509,-0.12464078417255,16.5627625,26.23673,0.44504195664527,2338.01407
2360,171,2004,79.543679923675,16.0654267696705,-0.124640786274236,16.5627625,27.482,0.513122981317607,2345.98932
2368,179,2004,81.9748888012335,15.0683004794766,-0.12464078620697,16.5627625,29.40431,0.366101766625631,2354.009465
2376,187,2004,100.698168221355,14.0711741898209,0.0441187906234295,16.5627625,26.72436,0.38518504494368,2361.984715
2384,195,2004,127.225273509622,14.4241245148083,0.212878371358123,16.5627625,28.66786,0.404321654765445,2370.00486
2392,203,2004,112.520644992776,16.1271514856733,0.212878371073552,16.5627625,26.38012,0.511870906429557,2377.980475
2400,211,2004,89.6783961044,17.8301784542617,0.212878373769221,16.5627625,29.57422,0.339671024581766,2386.000255
2408,219,2004,110.841339580008,19.5332054444155,0.225551446650386,16.5627625,21.45078,0.4022060168475,2394.0204
2416,227,2004,119.796982393541,21.3376170176186,0.233155289891477,16.5627625,20.16196,0.332821983945826,2401.996015
2424,235,2004,104.865377430718,23.2028593367504,0.233155292371908,16.5627625,20.81456,0.384493847951494,2410.015795
2432,243,2004,118.850839479993,25.0681016757257,0.233155291179818,16.5627625,21.40203,0.413295929950014,2417.99141
2440,251,2004,98.9339738855354,26.9333440051642,0.61860778743609,16.5627625,19.923085,0.373026951959446,2426.01119
2448,259,2004,73.2557401070767,31.8822063046529,0.747091955735039,16.5627625,16.17148,0.373872482186721,2433.986805
2456,267,2004,57.8207914250947,37.8589419505332,0.747091948621793,16.5627625,13.60554,0.417265227270363,2442.00695
2464,275,2004,51.5711114466363,43.8356775395076,0.747091955418409,16.5627625,15.496845,0.463001473939114,2449.9822
2472,283,2004,51.4051882761603,49.8124131828549,0.342606917938433,16.5627625,14.51008,0.402712016006662,2458.002345
2480,291,2004,59.2371906516691,52.5532685263623,0.342606907449643,16.5627625,17.4538,0.516504215354768,2465.97796
2488,299,2004,60.7652459565317,55.2941237859595,0.342606915256219,16.5627625,13.87646,0.477806310095413,2473.99774
2496,307,2004,47.7327776914319,58.0349791080092,0.480970763986317,16.5627625,13.61282,0.718057799766152,2482.017885
2504,315,2004,40.2142770616883,61.8827452198998,1.44951772203047,16.5627625,11.20431,0.751729347754085,2489.993135
2512,323,2004,40.7324964164551,73.4788869961435,1.4495177114548,16.5627625,10.189595,0.608224716839519,2498.01328
2520,331,2004,27.8375568291841,85.0750286877819,1.44951772952244,16.5627625,7.838578,0.803888750421248,2505.988895
2528,339,2004,26.8154131260573,96.6711705239614,2.17049211163486,16.5627625,4.261049,1.06181679115507,2514.008675
2536,347,2004,33.7743905979163,114.03510741704,3.37211611941463,16.5627625,4.835298,0.899004743639643,2521.98429
2544,355,2004,25.283265323193,141.012036372357,3.37211612035832,16.5627625,4.047342,0.900593402811894,2530.004435
2552,363,2004,26.2522735154825,167.988965335224,-4.93194104831253,16.5627625,2.676362,1.32444559332546,2537.979685
2560,6,2005,28.7186675233008,128.533436948724,4.01639774012896,16.5627625,3.493893,1.1232227256005,2545.99983
2568,14,2005,25.5835633610761,160.664618869755,4.52623175611097,16.5627625,3.19774,0.882590636319274,2552.995055
2576,22,2005,33.2359967176488,196.874472918643,-2.24869025953524,16.5627625,6.466473,0.867618191970761,2559.00989
2584,30,2005,35.5688962207427,178.884950842361,1.96924468517925,16.5627625,9.022975,0.935509397871353,2566.985505
2592,38,2005,42.2054868250264,194.638908323795,-6.27513387408938,16.5627625,9.36845,0.693485507309294,2575.00565
2600,46,2005,66.6348734944315,144.43783733108,3.04420278405255,16.5627625,7.95652,0.653413395586684,2582.9809
