tc,days,years,latmin,lonmin,latmax,lonmax,PhytC,stDevPhytC
227,337,2002,40,-45,45,-35,10.192112269636,8.00110245410153
228,345,2002,40,-45,45,-35,8.28162490387811,7.14758842497356
229,353,2002,40,-45,45,-35,12.5831219605109,7.9652413640143
230,361,2002,40,-45,45,-35,11.41681701382,7.97482028235031
1,1,1998,45,-45,50,-35,7.87222537988202,7.07347071738367
2,9,1998,45,-45,50,-35,6.883603236033,7.27133692589672
3,17,1998,45,-45,50,-35,7.85908076869328,7.80523679399607
4,25,1998,45,-45,50,-35,5.14284289098863,6.69007638860916
5,33,1998,45,-45,50,-35,4.76105065697855,5.89250693268014
6,41,1998,45,-45,50,-35,9.94169820368963,7.34014823011283
7,49,1998,45,-45,50,-35,9.60704410834857,7.24244103860654
8,57,1998,45,-45,50,-35,11.5956386507055,7.369608505575
9,65,1998,45,-45,50,-35,12.7707249987188,6.88257773530961
10,73,1998,45,-45,50,-35,11.3525234549162,7.30301533980591
11,81,1998,45,-45,50,-35,14.7939817718913,7.17694890749216
12,89,1998,45,-45,50,-35,13.8050363975143,8.47298223867478
13,97,1998,45,-45,50,-35,16.206078652516,10.0338706419405
14,105,1998,45,-45,50,-35,28.4621505867029,14.1432010559717
15,113,1998,45,-45,50,-35,22.5663507271724,13.5074229172002
16,121,1998,45,-45,50,-35,40.8840878109718,33.731524842576
17,129,1998,45,-45,50,-35,29.1836768352075,15.0272173712833
18,137,1998,45,-45,50,-35,36.78183025101,17.4692647755876
19,145,1998,45,-45,50,-35,40.4090359319748,14.7644236260199
20,153,1998,45,-45,50,-35,36.1607637798455,15.4321188117794
21,161,1998,45,-45,50,-35,29.3196027752178,16.1583521287954
22,169,1998,45,-45,50,-35,23.4818951322553,16.6631498054934
23,177,1998,45,-45,50,-35,18.642873431825,12.0692083720025
24,185,1998,45,-45,50,-35,17.7303445432418,6.92297394207025
25,193,1998,45,-45,50,-35,17.3818636964758,6.52763407279909
26,201,1998,45,-45,50,-35,15.9811851805946,5.83172777027614
27,209,1998,45,-45,50,-35,13.8448270320769,6.56679365663396
28,217,1998,45,-45,50,-35,14.3827872222166,8.18240506896898
29,225,1998,45,-45,50,-35,9.97035235498102,6.48116652694864
30,233,1998,45,-45,50,-35,10.3671197747273,6.72316492547246
31,241,1998,45,-45,50,-35,14.2460089939998,8.29896296920858
32,249,1998,45,-45,50,-35,16.8601401027624,7.6840374166551
33,257,1998,45,-45,50,-35,18.3912980680292,9.33224607716838
34,265,1998,45,-45,50,-35,13.0596899883821,7.94740585839825
35,273,1998,45,-45,50,-35,12.4237837163276,7.55385791465006
36,281,1998,45,-45,50,-35,13.9967643776619,8.13696245974487
37,289,1998,45,-45,50,-35,15.3304743211923,7.51280518348112
38,297,1998,45,-45,50,-35,16.5417861158815,14.6843993471502
39,305,1998,45,-45,50,-35,14.0898643877854,12.2703484073736
40,313,1998,45,-45,50,-35,9.33937460925737,6.23791828998293
41,321,1998,45,-45,50,-35,10.8943368854567,6.70095714294103
42,329,1998,45,-45,50,-35,12.4370057436598,7.09059176408529
43,337,1998,45,-45,50,-35,11.9279165708261,7.36025691807843
44,345,1998,45,-45,50,-35,11.0311696782524,7.3615278794345
45,353,1998,45,-45,50,-35,11.8070781749259,10.17252761734
46,361,1998,45,-45,50,-35,13.717820555587,14.2340916680276
47,1,1999,45,-45,50,-35,11.6008840485583,10.7871480002924
48,9,1999,45,-45,50,-35,10.2363022716593,11.1877976049432
49,17,1999,45,-45,50,-35,12.2103547822291,7.12980809715291
50,25,1999,45,-45,50,-35,10.5815550596433,6.51467269026166
51,33,1999,45,-45,50,-35,8.31688224370075,5.87775186439981
52,41,1999,45,-45,50,-35,6.58078879101549,6.83078508160641
53,49,1999,45,-45,50,-35,12.7799386076568,8.82718906430263
54,57,1999,45,-45,50,-35,9.91931792597805,7.07348284696854
55,65,1999,45,-45,50,-35,13.6287924071857,6.99669160301103
56,73,1999,45,-45,50,-35,15.7418145838669,8.95358773370749
57,81,1999,45,-45,50,-35,21.3204436725999,11.8387135912569
58,89,1999,45,-45,50,-35,21.1584168432943,10.8594511300693
59,97,1999,45,-45,50,-35,35.0593877522814,21.4729650312629
60,105,1999,45,-45,50,-35,54.6223997727017,31.8424324507364
61,113,1999,45,-45,50,-35,23.1196729511395,14.3840345779601
62,121,1999,45,-45,50,-35,28.7566571216948,12.6726866533352
63,129,1999,45,-45,50,-35,29.1452299832635,15.069127620608
64,137,1999,45,-45,50,-35,34.2388341189259,17.5578549723133
65,145,1999,45,-45,50,-35,34.7950666860409,14.6670748741692
66,153,1999,45,-45,50,-35,32.3313217519224,14.8111622800938
67,161,1999,45,-45,50,-35,25.6236569640207,12.4465340145849
68,169,1999,45,-45,50,-35,18.125298201566,9.92938848560253
69,177,1999,45,-45,50,-35,18.2028493330172,8.2128540668285
70,185,1999,45,-45,50,-35,18.5435559765498,9.36224686802629
71,193,1999,45,-45,50,-35,19.1473336832806,9.48835628781829
72,201,1999,45,-45,50,-35,15.2528325138242,8.71667384246855
73,209,1999,45,-45,50,-35,16.9485404690272,8.34764638879208
74,217,1999,45,-45,50,-35,14.8603801061689,8.75537576993215
75,225,1999,45,-45,50,-35,12.2896500053091,7.85900427613883
76,233,1999,45,-45,50,-35,11.1742268106693,8.64360018917598
77,241,1999,45,-45,50,-35,10.5718489409621,7.45030740912147
78,249,1999,45,-45,50,-35,14.5685382638251,7.43189684396554
79,257,1999,45,-45,50,-35,16.030962060098,7.00609280638555
80,265,1999,45,-45,50,-35,15.8008134889147,6.41863590266191
81,273,1999,45,-45,50,-35,11.7002901367016,6.87430276132993
82,281,1999,45,-45,50,-35,16.8142510484987,11.5940749451899
83,289,1999,45,-45,50,-35,19.1440105134166,9.29933107639205
84,297,1999,45,-45,50,-35,13.5192352788481,9.43326207711521
85,305,1999,45,-45,50,-35,9.74174483232822,6.39465295132363
86,313,1999,45,-45,50,-35,8.32239340829198,5.47149786568549
87,321,1999,45,-45,50,-35,9.87035674609093,6.66896175694241
88,329,1999,45,-45,50,-35,9.86522434167096,7.43554454368402
89,337,1999,45,-45,50,-35,10.5942557457094,6.68983252363444
90,345,1999,45,-45,50,-35,7.49435085757051,9.62551406755336
91,353,1999,45,-45,50,-35,7.70776357011323,8.56814515225823
92,361,1999,45,-45,50,-35,7.18347337940127,5.79165152423021
93,1,2000,45,-45,50,-35,8.76376203163358,5.66001173438931
94,9,2000,45,-45,50,-35,6.8833834117891,6.08756747849412
95,17,2000,45,-45,50,-35,8.61665461858683,6.60372292432414
96,25,2000,45,-45,50,-35,8.02415616006697,10.053764439338
97,33,2000,45,-45,50,-35,11.6559159625736,7.65050627334498
98,41,2000,45,-45,50,-35,15.3784029836001,8.12628300458235
99,49,2000,45,-45,50,-35,15.2778003582483,10.4162690173088
100,57,2000,45,-45,50,-35,12.9712820682385,11.0495170518191
101,65,2000,45,-45,50,-35,16.2772797230342,15.7720760605761
102,73,2000,45,-45,50,-35,16.5644407338463,10.640399968337
103,81,2000,45,-45,50,-35,24.787441758646,13.1840599333497
104,89,2000,45,-45,50,-35,23.3747856346807,11.9299403256277
105,97,2000,45,-45,50,-35,23.3697081021717,11.3297527199429
106,105,2000,45,-45,50,-35,23.0655540579972,11.8257529342154
107,113,2000,45,-45,50,-35,21.810965078647,14.0624685469436
108,121,2000,45,-45,50,-35,23.320910120027,15.3203661816866
109,129,2000,45,-45,50,-35,31.9461670080325,16.5893233752424
110,137,2000,45,-45,50,-35,47.3171200737358,21.1560050944544
111,145,2000,45,-45,50,-35,44.2041847698059,22.1060046790193
112,153,2000,45,-45,50,-35,33.6418166788584,15.9485759174
113,161,2000,45,-45,50,-35,33.3416664331654,17.7036358114996
114,169,2000,45,-45,50,-35,38.5994722373121,24.1255174626273
115,177,2000,45,-45,50,-35,40.2098076509022,25.4659960032064
116,185,2000,45,-45,50,-35,25.0238741821299,19.2446692170636
117,193,2000,45,-45,50,-35,22.9702725312528,18.6127622264513
118,201,2000,45,-45,50,-35,22.2862537333949,15.8224380808439
119,209,2000,45,-45,50,-35,20.7797491700699,11.7509097213817
120,217,2000,45,-45,50,-35,18.6274266355154,8.39069918923418
121,225,2000,45,-45,50,-35,13.4068323733534,7.2346181748492
122,233,2000,45,-45,50,-35,11.0305980010248,6.4677029190373
123,241,2000,45,-45,50,-35,20.6424046668659,8.55966473817151
124,249,2000,45,-45,50,-35,15.5510870322648,9.04408845288864
125,257,2000,45,-45,50,-35,12.2134913634178,6.90782137848338
126,265,2000,45,-45,50,-35,17.2564548563999,7.7334668989494
127,273,2000,45,-45,50,-35,14.9484715492692,7.92115354942773
128,281,2000,45,-45,50,-35,17.293124903216,7.69817921785692
129,289,2000,45,-45,50,-35,15.010503523766,8.39805913683867
130,297,2000,45,-45,50,-35,13.2996134440511,8.35198633401282
131,305,2000,45,-45,50,-35,12.2190451950663,7.61380694543848
132,313,2000,45,-45,50,-35,12.4675088054656,7.42662990506439
133,321,2000,45,-45,50,-35,13.9055032393885,7.22881660731917
134,329,2000,45,-45,50,-35,17.3405771789935,8.21196715742139
135,337,2000,45,-45,50,-35,14.8902972771331,9.84104589502879
136,345,2000,45,-45,50,-35,11.7622422201571,10.0267617309206
137,353,2000,45,-45,50,-35,6.01698258749593,7.64248938340847
138,361,2000,45,-45,50,-35,5.7016414647081,8.01754795204834
139,1,2001,45,-45,50,-35,11.502081075503,8.31384765362477
140,9,2001,45,-45,50,-35,14.0971422446189,8.07837605057662
141,17,2001,45,-45,50,-35,12.0746509809503,7.90251276230825
142,25,2001,45,-45,50,-35,11.6392884985855,9.03349251725822
143,33,2001,45,-45,50,-35,10.9090042422671,11.6236950040475
144,41,2001,45,-45,50,-35,13.2549660039539,9.8944263138535
145,49,2001,45,-45,50,-35,12.4116002339622,7.20357757258373
146,57,2001,45,-45,50,-35,17.8037277087073,7.88938349121059
147,65,2001,45,-45,50,-35,12.211978705335,8.97296398010504
148,73,2001,45,-45,50,-35,14.9192255596589,8.10454896769723
149,81,2001,45,-45,50,-35,17.1071414117971,6.9625746597371
150,89,2001,45,-45,50,-35,15.3703855642785,7.71086482335113
151,97,2001,45,-45,50,-35,14.5549323687196,7.09221768843036
152,105,2001,45,-45,50,-35,15.8977383267632,11.6712074198215
153,113,2001,45,-45,50,-35,21.039594179127,13.0522129152278
154,121,2001,45,-45,50,-35,26.5296597438886,13.5050519937287
155,129,2001,45,-45,50,-35,27.2178299609323,13.6513853952754
156,137,2001,45,-45,50,-35,33.1855543333293,16.8541565369936
157,145,2001,45,-45,50,-35,41.4982790504893,18.82620654962
158,153,2001,45,-45,50,-35,44.0344735864799,18.5928774548373
159,161,2001,45,-45,50,-35,40.9299247574642,13.6915941268721
160,169,2001,45,-45,50,-35,38.0686803999875,12.9332384105516
161,177,2001,45,-45,50,-35,31.3894587923918,12.0211399646315
162,185,2001,45,-45,50,-35,37.7244798118208,14.1854381141111
163,193,2001,45,-45,50,-35,27.3007185111113,9.46899285825065
164,201,2001,45,-45,50,-35,24.2371850949941,8.10139758773085
165,209,2001,45,-45,50,-35,20.7452481657599,7.91000354037936
166,217,2001,45,-45,50,-35,18.5033667711914,12.0566493296855
167,225,2001,45,-45,50,-35,19.5005892699585,13.8659243636322
168,233,2001,45,-45,50,-35,16.4193776087401,12.5051677125875
169,241,2001,45,-45,50,-35,14.9405163087116,9.37663949418548
170,249,2001,45,-45,50,-35,15.3892205878347,9.1113747100495
171,257,2001,45,-45,50,-35,10.7164550135629,8.03610623566556
172,265,2001,45,-45,50,-35,17.5531312785081,14.8705192549633
173,273,2001,45,-45,50,-35,19.4830255736908,7.24535956702323
174,281,2001,45,-45,50,-35,17.7718618743577,7.32252000170536
175,289,2001,45,-45,50,-35,13.6271334745176,7.90555239594322
176,297,2001,45,-45,50,-35,13.6179773932613,8.61954644166477
177,305,2001,45,-45,50,-35,13.5496033385437,7.14180648939686
178,313,2001,45,-45,50,-35,10.6147814201895,8.87055674480466
179,321,2001,45,-45,50,-35,15.1155590980732,20.6289987413432
180,329,2001,45,-45,50,-35,9.33939141695411,7.86680554011896
181,337,2001,45,-45,50,-35,10.3014750242216,6.71793696218047
182,345,2001,45,-45,50,-35,6.23296874861303,5.44444098452925
183,353,2001,45,-45,50,-35,9.27493721640781,6.06259339112933
184,361,2001,45,-45,50,-35,6.84562817331658,5.60576578069519
185,1,2002,45,-45,50,-35,10.9495296374737,8.26627345531996
186,9,2002,45,-45,50,-35,12.3189424680732,8.03147298043151
187,17,2002,45,-45,50,-35,14.1098716832878,11.1544079470954
188,25,2002,45,-45,50,-35,14.4868802099215,16.4401862674423
189,33,2002,45,-45,50,-35,15.3166153877433,11.6695155589263
190,41,2002,45,-45,50,-35,11.6622413982503,9.13592345036805
191,49,2002,45,-45,50,-35,13.5059310997195,7.00096119406028
192,57,2002,45,-45,50,-35,12.6031529129876,8.8221036560839
193,65,2002,45,-45,50,-35,15.3770237541841,8.53052516850975
194,73,2002,45,-45,50,-35,11.6512802160325,7.55647621050945
195,81,2002,45,-45,50,-35,10.9920699191549,8.10062237211457
196,89,2002,45,-45,50,-35,14.1052558668786,7.78872972492927
197,97,2002,45,-45,50,-35,15.5120091015225,8.80392449789759
198,105,2002,45,-45,50,-35,17.6518072030818,10.4522683795591
199,113,2002,45,-45,50,-35,17.8109803003983,9.27474921956113
200,121,2002,45,-45,50,-35,26.4827804226594,14.8128031910787
201,129,2002,45,-45,50,-35,25.1367491471437,12.3407315806531
202,137,2002,45,-45,50,-35,24.2142814290606,10.6150742358324
203,145,2002,45,-45,50,-35,19.028695073343,10.7359436981324
204,153,2002,45,-45,50,-35,21.8344282001671,9.50633983743172
205,161,2002,45,-45,50,-35,21.0559149737077,8.47665019384965
206,169,2002,45,-45,50,-35,25.1951967179279,11.4189438370246
207,177,2002,45,-45,50,-35,30.6211989183393,15.3379636511572
208,185,2002,45,-45,50,-35,28.6772898264148,12.9372453430877
209,193,2002,45,-45,50,-35,24.6525563801908,11.4254204620786
210,201,2002,45,-45,50,-35,17.0862272131899,7.81901550168701
211,209,2002,45,-45,50,-35,17.9549101746952,8.10009793089824
212,217,2002,45,-45,50,-35,15.645287284789,8.42715400622754
213,225,2002,45,-45,50,-35,13.8112060000499,11.0345960536208
214,233,2002,45,-45,50,-35,10.1830816946727,9.14661086531984
215,241,2002,45,-45,50,-35,11.9137605383206,9.60910178039251
216,249,2002,45,-45,50,-35,12.3144984656898,10.9105482821339
217,257,2002,45,-45,50,-35,13.0942755625645,11.040397721306
218,265,2002,45,-45,50,-35,11.9166272252964,9.31837187906846
219,273,2002,45,-45,50,-35,14.6615556489097,7.11575948684937
220,281,2002,45,-45,50,-35,13.8148426353559,8.46796659858865
221,289,2002,45,-45,50,-35,13.486356025454,27.1086818193301
222,297,2002,45,-45,50,-35,10.9607258778769,7.78256653177761
223,305,2002,45,-45,50,-35,11.4906423339993,6.51464670799754
224,313,2002,45,-45,50,-35,16.5992359373677,15.9058291328368
225,321,2002,45,-45,50,-35,13.4952347103553,8.42621940008661
226,329,2002,45,-45,50,-35,13.2455698650404,7.18356060617774
227,337,2002,45,-45,50,-35,11.3465304506195,6.50019681433256
228,345,2002,45,-45,50,-35,9.33424133813641,8.00909659111617
229,353,2002,45,-45,50,-35,10.2420075904005,7.09295599367336
230,361,2002,45,-45,50,-35,8.93316019607316,7.05992082592512
1,1,1998,50,-45,55,-35,NaN,6.36125521943862
2,9,1998,50,-45,55,-35,NaN,7.34881781903098
3,17,1998,50,-45,55,-35,5.91787416246168,7.60929334512882
4,25,1998,50,-45,55,-35,2.15349720352674,7.95170422163615
5,33,1998,50,-45,55,-35,6.51933790602898,6.57507222697789
6,41,1998,50,-45,55,-35,8.78339190977688,6.90391538719082
7,49,1998,50,-45,55,-35,11.3322047521319,7.61467975126936
8,57,1998,50,-45,55,-35,7.8664775213646,6.87288497837104
9,65,1998,50,-45,55,-35,10.0202023914482,7.07523683970001
10,73,1998,50,-45,55,-35,10.5649070010407,6.69649666351766
11,81,1998,50,-45,55,-35,11.4189129348037,6.02032314411428
12,89,1998,50,-45,55,-35,8.94613933642738,10.5295157332798
13,97,1998,50,-45,55,-35,11.480438510164,9.21655051702922
14,105,1998,50,-45,55,-35,21.6575325769516,10.1181777289656
15,113,1998,50,-45,55,-35,18.6896421063278,8.45326588560388
16,121,1998,50,-45,55,-35,19.6784545019352,16.4787344913328
17,129,1998,50,-45,55,-35,27.0071533236984,14.6796714163295
18,137,1998,50,-45,55,-35,38.5334158501196,15.3764355170117
19,145,1998,50,-45,55,-35,53.5468371774589,17.731632703978
20,153,1998,50,-45,55,-35,54.973976216101,18.8753430515585
21,161,1998,50,-45,55,-35,49.3961886251471,22.8350230762434
22,169,1998,50,-45,55,-35,41.2497273042468,29.2749257448554
23,177,1998,50,-45,55,-35,33.7129798718294,18.9856856057031
24,185,1998,50,-45,55,-35,30.991253377638,11.6913188550681
25,193,1998,50,-45,55,-35,26.0782614938005,11.3703474079506
26,201,1998,50,-45,55,-35,23.4478254886427,9.61089993504948
27,209,1998,50,-45,55,-35,21.1734004383535,8.51835828330224
28,217,1998,50,-45,55,-35,20.818593916355,8.72974899194009
29,225,1998,50,-45,55,-35,22.2146021572914,9.57843939043748
30,233,1998,50,-45,55,-35,22.1807425116665,9.91063050939532
31,241,1998,50,-45,55,-35,24.4270433524003,11.3154864878785
32,249,1998,50,-45,55,-35,20.6623501603636,9.70025824224707
33,257,1998,50,-45,55,-35,19.3236919173682,7.7936418994819
34,265,1998,50,-45,55,-35,20.2054994108611,7.15293496072107
35,273,1998,50,-45,55,-35,17.1562804820802,6.91974102257789
36,281,1998,50,-45,55,-35,15.5023404723655,9.53160864684138
37,289,1998,50,-45,55,-35,12.3428898075513,7.35677231761372
38,297,1998,50,-45,55,-35,17.3007161106335,10.0196617592303
39,305,1998,50,-45,55,-35,9.79705115251626,7.64253200235447
40,313,1998,50,-45,55,-35,11.7675315626537,6.52953019534549
41,321,1998,50,-45,55,-35,NaN,6.80658811983195
42,329,1998,50,-45,55,-35,NaN,7.0075251932467
43,337,1998,50,-45,55,-35,NaN,7.37573593477493
44,345,1998,50,-45,55,-35,NaN,7.40101488763756
45,353,1998,50,-45,55,-35,NaN,10.4134188476461
46,361,1998,50,-45,55,-35,NaN,13.6445808241787
47,1,1999,50,-45,55,-35,NaN,10.2897265083462
48,9,1999,50,-45,55,-35,NaN,11.4515075878584
49,17,1999,50,-45,55,-35,3.53594343740608,4.22045001204814
50,25,1999,50,-45,55,-35,5.49006160748097,5.41097095502413
51,33,1999,50,-45,55,-35,9.21678019721768,5.71967164272229
52,41,1999,50,-45,55,-35,8.32961816164192,5.7101302451878
53,49,1999,50,-45,55,-35,10.5920942423224,8.02402915809734
54,57,1999,50,-45,55,-35,9.83804644372676,6.70839051409683
55,65,1999,50,-45,55,-35,11.4893734553911,6.77360340419819
56,73,1999,50,-45,55,-35,14.4951435810369,11.4417310895977
57,81,1999,50,-45,55,-35,13.8877515434681,7.86787068939522
58,89,1999,50,-45,55,-35,16.2658434789049,8.26091334488015
59,97,1999,50,-45,55,-35,21.6857776180241,10.8300981335938
60,105,1999,50,-45,55,-35,25.3530128770115,14.1440580688679
61,113,1999,50,-45,55,-35,20.3577294986365,9.54406048599006
62,121,1999,50,-45,55,-35,20.5979805890223,8.8438549126488
63,129,1999,50,-45,55,-35,22.4194316764839,10.3923408377399
64,137,1999,50,-45,55,-35,41.3041876243718,20.7333745568539
65,145,1999,50,-45,55,-35,44.7593589684534,17.36442871296
66,153,1999,50,-45,55,-35,47.0961925949156,15.8680158220139
67,161,1999,50,-45,55,-35,44.3426954843768,15.892794462586
68,169,1999,50,-45,55,-35,41.6152444842624,14.7044678840858
69,177,1999,50,-45,55,-35,32.3429410282357,13.8711141772015
70,185,1999,50,-45,55,-35,28.3535095582903,10.52417438975
71,193,1999,50,-45,55,-35,25.8842912747712,9.78699495079922
72,201,1999,50,-45,55,-35,23.5026994695102,8.84163635384963
73,209,1999,50,-45,55,-35,24.5854582974729,10.0800535571317
74,217,1999,50,-45,55,-35,25.9966814325854,15.9235941779164
75,225,1999,50,-45,55,-35,25.902302061812,11.3977302882529
76,233,1999,50,-45,55,-35,24.9536070325061,13.4645497748472
77,241,1999,50,-45,55,-35,22.9208701754941,9.98749424000988
78,249,1999,50,-45,55,-35,24.7660807002585,9.94178156954281
79,257,1999,50,-45,55,-35,19.6755573827608,6.74308803229156
80,265,1999,50,-45,55,-35,21.9511965044837,7.37195509115732
81,273,1999,50,-45,55,-35,18.4352988098894,7.32609587485547
82,281,1999,50,-45,55,-35,21.0465187132379,18.6302215025295
83,289,1999,50,-45,55,-35,18.7692298930966,12.5119362397562
84,297,1999,50,-45,55,-35,15.4902487021758,11.3663216204639
85,305,1999,50,-45,55,-35,14.234661896263,9.20930973738078
86,313,1999,50,-45,55,-35,8.81437483663665,5.66237941525787
87,321,1999,50,-45,55,-35,10.2256403849952,4.8052297767819
88,329,1999,50,-45,55,-35,NaN,7.83485416210159
89,337,1999,50,-45,55,-35,NaN,6.91417430373451
90,345,1999,50,-45,55,-35,NaN,10.1692899076322
91,353,1999,50,-45,55,-35,NaN,9.13011724086406
92,361,1999,50,-45,55,-35,NaN,5.92942353184999
93,1,2000,50,-45,55,-35,NaN,5.33324958273826
94,9,2000,50,-45,55,-35,NaN,6.19171538776015
95,17,2000,50,-45,55,-35,6.19307057053119,4.29358911801769
96,25,2000,50,-45,55,-35,11.1896363266856,8.81476613755903
97,33,2000,50,-45,55,-35,13.4511445794009,8.19221809055506
98,41,2000,50,-45,55,-35,12.5754295806308,8.66923787411329
99,49,2000,50,-45,55,-35,14.1249131606003,10.5786239075668
100,57,2000,50,-45,55,-35,16.17012886857,8.81794218273193
101,65,2000,50,-45,55,-35,11.6191870025737,8.45566038205127
102,73,2000,50,-45,55,-35,17.0846391114676,9.02059993238582
103,81,2000,50,-45,55,-35,18.7991042243441,8.55511391917701
104,89,2000,50,-45,55,-35,20.3874739464414,9.49014923667439
105,97,2000,50,-45,55,-35,24.3801784975786,11.2649817795143
106,105,2000,50,-45,55,-35,32.8990751562186,12.2013290990435
107,113,2000,50,-45,55,-35,31.5610177422482,12.757145168177
108,121,2000,50,-45,55,-35,30.5029274826911,12.1747490245691
109,129,2000,50,-45,55,-35,29.7996401385384,13.1642546227599
110,137,2000,50,-45,55,-35,41.724633686079,15.5735631585167
111,145,2000,50,-45,55,-35,46.2478250296084,22.7511497120222
112,153,2000,50,-45,55,-35,37.2054334439007,13.8103979023289
113,161,2000,50,-45,55,-35,38.2489271803201,15.9435992087458
114,169,2000,50,-45,55,-35,38.1939358238379,20.482716122195
115,177,2000,50,-45,55,-35,45.0211637336844,23.6846924326101
116,185,2000,50,-45,55,-35,45.733062102331,24.9452721128357
117,193,2000,50,-45,55,-35,36.7552608776424,19.3296260423663
118,201,2000,50,-45,55,-35,38.2090507918762,16.3214629112775
119,209,2000,50,-45,55,-35,33.7274950318867,12.9976530168893
120,217,2000,50,-45,55,-35,33.6310765254085,11.9288635313508
121,225,2000,50,-45,55,-35,27.7310796531125,9.02008220003734
122,233,2000,50,-45,55,-35,31.4780373179748,10.1128044796516
123,241,2000,50,-45,55,-35,31.3442940120483,10.3805846183752
124,249,2000,50,-45,55,-35,27.2233895520784,7.8145021797819
125,257,2000,50,-45,55,-35,24.3846426140931,7.61228279179327
126,265,2000,50,-45,55,-35,21.9151300694959,7.43824791163063
127,273,2000,50,-45,55,-35,23.9141215193189,8.59738128425255
128,281,2000,50,-45,55,-35,24.2043786335157,8.15138971729896
129,289,2000,50,-45,55,-35,19.2128944019353,7.34992200677215
130,297,2000,50,-45,55,-35,19.2313366025397,9.57610820327725
131,305,2000,50,-45,55,-35,15.3898013970044,8.52350974833981
132,313,2000,50,-45,55,-35,12.3774675143359,9.20750605357025
133,321,2000,50,-45,55,-35,10.388688572754,5.11916735649149
134,329,2000,50,-45,55,-35,NaN,8.35962457529546
135,337,2000,50,-45,55,-35,NaN,10.007314998541
136,345,2000,50,-45,55,-35,NaN,9.80422751541236
137,353,2000,50,-45,55,-35,NaN,7.61698360838729
138,361,2000,50,-45,55,-35,NaN,7.67786189873862
139,1,2001,50,-45,55,-35,NaN,8.21649584258938
140,9,2001,50,-45,55,-35,NaN,7.75038657391786
141,17,2001,50,-45,55,-35,10.5965617596989,7.45330053252822
142,25,2001,50,-45,55,-35,11.0492136610803,9.73990670155269
143,33,2001,50,-45,55,-35,7.22617558289683,18.4276697985109
144,41,2001,50,-45,55,-35,11.5483395595414,7.69570988067044
145,49,2001,50,-45,55,-35,7.84108595206921,5.23272218091753
146,57,2001,50,-45,55,-35,11.1284840639184,6.31155460695483
147,65,2001,50,-45,55,-35,15.5319259085506,6.95301985309035
148,73,2001,50,-45,55,-35,12.8799766814751,5.67459494236569
149,81,2001,50,-45,55,-35,15.5516303700788,6.65455166987985
150,89,2001,50,-45,55,-35,15.4624589161824,7.07864520853283
151,97,2001,50,-45,55,-35,15.552821847159,5.95078794913435
152,105,2001,50,-45,55,-35,15.1133956062669,7.21310208603202
153,113,2001,50,-45,55,-35,19.5973877280124,7.23954585265279
154,121,2001,50,-45,55,-35,20.1774596657232,10.3714462742113
155,129,2001,50,-45,55,-35,22.1349346219501,13.8868332107511
156,137,2001,50,-45,55,-35,34.5946978681948,17.7437876230423
157,145,2001,50,-45,55,-35,66.6152053672076,24.9637691987518
158,153,2001,50,-45,55,-35,61.5657885935407,23.9290539236238
159,161,2001,50,-45,55,-35,52.1663492259713,17.8265389277581
160,169,2001,50,-45,55,-35,42.0887866325842,11.5629571551155
161,177,2001,50,-45,55,-35,32.2534532829624,13.6990139454754
162,185,2001,50,-45,55,-35,33.5659723089636,14.4783098152981
163,193,2001,50,-45,55,-35,28.2553882379665,12.1974844853277
164,201,2001,50,-45,55,-35,26.8073141479244,9.71985055960488
165,209,2001,50,-45,55,-35,29.0844925581581,11.1460714567715
166,217,2001,50,-45,55,-35,28.9916709607344,10.3651230434467
167,225,2001,50,-45,55,-35,32.8860804609625,9.74919504985367
168,233,2001,50,-45,55,-35,32.6995452593929,9.57781738477063
169,241,2001,50,-45,55,-35,28.3897238360677,7.86848389328487
170,249,2001,50,-45,55,-35,32.530077668445,11.5047030001436
171,257,2001,50,-45,55,-35,23.3578356351,8.32873609842337
172,265,2001,50,-45,55,-35,29.2120299143096,36.0458929363805
173,273,2001,50,-45,55,-35,18.7444431703621,6.7193866378543
174,281,2001,50,-45,55,-35,20.6334267646737,9.39374649081806
175,289,2001,50,-45,55,-35,16.1128965174739,8.21437495771222
176,297,2001,50,-45,55,-35,12.7980055168023,6.7606708008085
177,305,2001,50,-45,55,-35,14.1369779763378,6.46176596864583
178,313,2001,50,-45,55,-35,13.0954705407602,6.64537244079483
179,321,2001,50,-45,55,-35,14.1760770121099,6.67936931803531
180,329,2001,50,-45,55,-35,NaN,7.98225666541068
181,337,2001,50,-45,55,-35,NaN,6.7914372912054
182,345,2001,50,-45,55,-35,NaN,5.09673535394904
183,353,2001,50,-45,55,-35,NaN,5.75222861444811
184,361,2001,50,-45,55,-35,NaN,5.7406807884004
185,1,2002,50,-45,55,-35,NaN,8.39192734500462
186,9,2002,50,-45,55,-35,NaN,8.01582919959914
187,17,2002,50,-45,55,-35,14.4810322284026,9.46460650230683
188,25,2002,50,-45,55,-35,14.2687038595017,10.7642619242549
189,33,2002,50,-45,55,-35,13.9266409218835,8.66389576182639
190,41,2002,50,-45,55,-35,14.3204120322069,8.61319174480363
191,49,2002,50,-45,55,-35,16.7290445108511,8.69628026916908
192,57,2002,50,-45,55,-35,17.6470407483461,9.46330526800043
193,65,2002,50,-45,55,-35,14.6890494870892,9.24456985333566
194,73,2002,50,-45,55,-35,9.13761721286512,6.6241471026275
