index,t,days,years,latmin,lonmin,latmax,lonmax,siteID
193,1525,64,2002,50,-45,55,-35,3
194,1533,72,2002,50,-45,55,-35,3
195,1541,80,2002,50,-45,55,-35,3
196,1549,88,2002,50,-45,55,-35,3
197,1557,96,2002,50,-45,55,-35,3
198,1565,104,2002,50,-45,55,-35,3
199,1573,112,2002,50,-45,55,-35,3
200,1581,120,2002,50,-45,55,-35,3
201,1589,128,2002,50,-45,55,-35,3
202,1597,136,2002,50,-45,55,-35,3
203,1605,144,2002,50,-45,55,-35,3
204,1613,152,2002,50,-45,55,-35,3
205,1621,160,2002,50,-45,55,-35,3
206,1629,168,2002,50,-45,55,-35,3
207,1637,176,2002,50,-45,55,-35,3
208,1645,184,2002,50,-45,55,-35,3
209,1653,192,2002,50,-45,55,-35,3
210,1661,200,2002,50,-45,55,-35,3
211,1669,208,2002,50,-45,55,-35,3
212,1677,216,2002,50,-45,55,-35,3
213,1685,224,2002,50,-45,55,-35,3
214,1693,232,2002,50,-45,55,-35,3
215,1701,240,2002,50,-45,55,-35,3
216,1709,248,2002,50,-45,55,-35,3
217,1717,256,2002,50,-45,55,-35,3
218,1725,264,2002,50,-45,55,-35,3
219,1733,272,2002,50,-45,55,-35,3
220,1741,280,2002,50,-45,55,-35,3
221,1749,288,2002,50,-45,55,-35,3
222,1757,296,2002,50,-45,55,-35,3
223,1765,304,2002,50,-45,55,-35,3
224,1773,312,2002,50,-45,55,-35,3
225,1781,320,2002,50,-45,55,-35,3
226,1789,328,2002,50,-45,55,-35,3
227,1797,336,2002,50,-45,55,-35,3
228,1805,344,2002,50,-45,55,-35,3
229,1813,352,2002,50,-45,55,-35,3
230,1821,360,2002,50,-45,55,-35,3
1,1,1,1998,40,-35,45,-25,4
2,8,8,1998,40,-35,45,-25,4
3,16,16,1998,40,-35,45,-25,4
4,24,24,1998,40,-35,45,-25,4
5,32,32,1998,40,-35,45,-25,4
6,40,40,1998,40,-35,45,-25,4
7,48,48,1998,40,-35,45,-25,4
8,56,56,1998,40,-35,45,-25,4
9,64,64,1998,40,-35,45,-25,4
10,72,72,1998,40,-35,45,-25,4
11,80,80,1998,40,-35,45,-25,4
12,88,88,1998,40,-35,45,-25,4
13,96,96,1998,40,-35,45,-25,4
14,104,104,1998,40,-35,45,-25,4
15,112,112,1998,40,-35,45,-25,4
16,120,120,1998,40,-35,45,-25,4
17,128,128,1998,40,-35,45,-25,4
18,136,136,1998,40,-35,45,-25,4
19,144,144,1998,40,-35,45,-25,4
20,152,152,1998,40,-35,45,-25,4
21,160,160,1998,40,-35,45,-25,4
22,168,168,1998,40,-35,45,-25,4
23,176,176,1998,40,-35,45,-25,4
24,184,184,1998,40,-35,45,-25,4
25,192,192,1998,40,-35,45,-25,4
26,200,200,1998,40,-35,45,-25,4
27,208,208,1998,40,-35,45,-25,4
28,216,216,1998,40,-35,45,-25,4
29,224,224,1998,40,-35,45,-25,4
30,232,232,1998,40,-35,45,-25,4
31,240,240,1998,40,-35,45,-25,4
32,248,248,1998,40,-35,45,-25,4
33,256,256,1998,40,-35,45,-25,4
34,264,264,1998,40,-35,45,-25,4
35,272,272,1998,40,-35,45,-25,4
36,280,280,1998,40,-35,45,-25,4
37,288,288,1998,40,-35,45,-25,4
38,296,296,1998,40,-35,45,-25,4
39,304,304,1998,40,-35,45,-25,4
40,312,312,1998,40,-35,45,-25,4
41,320,320,1998,40,-35,45,-25,4
42,328,328,1998,40,-35,45,-25,4
43,336,336,1998,40,-35,45,-25,4
44,344,344,1998,40,-35,45,-25,4
45,352,352,1998,40,-35,45,-25,4
46,360,360,1998,40,-35,45,-25,4
47,366,1,1999,40,-35,45,-25,4
48,373,8,1999,40,-35,45,-25,4
49,381,16,1999,40,-35,45,-25,4
50,389,24,1999,40,-35,45,-25,4
51,397,32,1999,40,-35,45,-25,4
52,405,40,1999,40,-35,45,-25,4
53,413,48,1999,40,-35,45,-25,4
54,421,56,1999,40,-35,45,-25,4
55,429,64,1999,40,-35,45,-25,4
56,437,72,1999,40,-35,45,-25,4
57,445,80,1999,40,-35,45,-25,4
58,453,88,1999,40,-35,45,-25,4
59,461,96,1999,40,-35,45,-25,4
60,469,104,1999,40,-35,45,-25,4
61,477,112,1999,40,-35,45,-25,4
62,485,120,1999,40,-35,45,-25,4
63,493,128,1999,40,-35,45,-25,4
64,501,136,1999,40,-35,45,-25,4
65,509,144,1999,40,-35,45,-25,4
66,517,152,1999,40,-35,45,-25,4
67,525,160,1999,40,-35,45,-25,4
68,533,168,1999,40,-35,45,-25,4
69,541,176,1999,40,-35,45,-25,4
70,549,184,1999,40,-35,45,-25,4
71,557,192,1999,40,-35,45,-25,4
72,565,200,1999,40,-35,45,-25,4
73,573,208,1999,40,-35,45,-25,4
74,581,216,1999,40,-35,45,-25,4
75,589,224,1999,40,-35,45,-25,4
76,597,232,1999,40,-35,45,-25,4
77,605,240,1999,40,-35,45,-25,4
78,613,248,1999,40,-35,45,-25,4
79,621,256,1999,40,-35,45,-25,4
80,629,264,1999,40,-35,45,-25,4
81,637,272,1999,40,-35,45,-25,4
82,645,280,1999,40,-35,45,-25,4
83,653,288,1999,40,-35,45,-25,4
84,661,296,1999,40,-35,45,-25,4
85,669,304,1999,40,-35,45,-25,4
86,677,312,1999,40,-35,45,-25,4
87,685,320,1999,40,-35,45,-25,4
88,693,328,1999,40,-35,45,-25,4
89,701,336,1999,40,-35,45,-25,4
90,709,344,1999,40,-35,45,-25,4
91,717,352,1999,40,-35,45,-25,4
92,725,360,1999,40,-35,45,-25,4
93,732,1,2000,40,-35,45,-25,4
94,739,8,2000,40,-35,45,-25,4
95,747,16,2000,40,-35,45,-25,4
96,755,24,2000,40,-35,45,-25,4
97,763,32,2000,40,-35,45,-25,4
98,771,40,2000,40,-35,45,-25,4
99,779,48,2000,40,-35,45,-25,4
100,787,56,2000,40,-35,45,-25,4
101,795,64,2000,40,-35,45,-25,4
102,803,72,2000,40,-35,45,-25,4
103,811,80,2000,40,-35,45,-25,4
104,819,88,2000,40,-35,45,-25,4
105,827,96,2000,40,-35,45,-25,4
106,835,104,2000,40,-35,45,-25,4
107,843,112,2000,40,-35,45,-25,4
108,851,120,2000,40,-35,45,-25,4
109,859,128,2000,40,-35,45,-25,4
110,867,136,2000,40,-35,45,-25,4
111,875,144,2000,40,-35,45,-25,4
112,883,152,2000,40,-35,45,-25,4
113,891,160,2000,40,-35,45,-25,4
114,899,168,2000,40,-35,45,-25,4
115,907,176,2000,40,-35,45,-25,4
116,915,184,2000,40,-35,45,-25,4
117,923,192,2000,40,-35,45,-25,4
118,931,200,2000,40,-35,45,-25,4
119,939,208,2000,40,-35,45,-25,4
120,947,216,2000,40,-35,45,-25,4
121,955,224,2000,40,-35,45,-25,4
122,963,232,2000,40,-35,45,-25,4
123,971,240,2000,40,-35,45,-25,4
124,979,248,2000,40,-35,45,-25,4
125,987,256,2000,40,-35,45,-25,4
126,995,264,2000,40,-35,45,-25,4
127,1003,272,2000,40,-35,45,-25,4
128,1011,280,2000,40,-35,45,-25,4
129,1019,288,2000,40,-35,45,-25,4
130,1027,296,2000,40,-35,45,-25,4
131,1035,304,2000,40,-35,45,-25,4
132,1043,312,2000,40,-35,45,-25,4
133,1051,320,2000,40,-35,45,-25,4
134,1059,328,2000,40,-35,45,-25,4
135,1067,336,2000,40,-35,45,-25,4
136,1075,344,2000,40,-35,45,-25,4
137,1083,352,2000,40,-35,45,-25,4
138,1091,360,2000,40,-35,45,-25,4
139,1097,1,2001,40,-35,45,-25,4
140,1104,8,2001,40,-35,45,-25,4
141,1112,16,2001,40,-35,45,-25,4
142,1120,24,2001,40,-35,45,-25,4
143,1128,32,2001,40,-35,45,-25,4
144,1136,40,2001,40,-35,45,-25,4
145,1144,48,2001,40,-35,45,-25,4
146,1152,56,2001,40,-35,45,-25,4
147,1160,64,2001,40,-35,45,-25,4
148,1168,72,2001,40,-35,45,-25,4
149,1176,80,2001,40,-35,45,-25,4
150,1184,88,2001,40,-35,45,-25,4
151,1192,96,2001,40,-35,45,-25,4
152,1200,104,2001,40,-35,45,-25,4
153,1208,112,2001,40,-35,45,-25,4
154,1216,120,2001,40,-35,45,-25,4
155,1224,128,2001,40,-35,45,-25,4
156,1232,136,2001,40,-35,45,-25,4
157,1240,144,2001,40,-35,45,-25,4
158,1248,152,2001,40,-35,45,-25,4
159,1256,160,2001,40,-35,45,-25,4
160,1264,168,2001,40,-35,45,-25,4
161,1272,176,2001,40,-35,45,-25,4
162,1280,184,2001,40,-35,45,-25,4
163,1288,192,2001,40,-35,45,-25,4
164,1296,200,2001,40,-35,45,-25,4
165,1304,208,2001,40,-35,45,-25,4
166,1312,216,2001,40,-35,45,-25,4
167,1320,224,2001,40,-35,45,-25,4
168,1328,232,2001,40,-35,45,-25,4
169,1336,240,2001,40,-35,45,-25,4
170,1344,248,2001,40,-35,45,-25,4
171,1352,256,2001,40,-35,45,-25,4
172,1360,264,2001,40,-35,45,-25,4
173,1368,272,2001,40,-35,45,-25,4
174,1376,280,2001,40,-35,45,-25,4
175,1384,288,2001,40,-35,45,-25,4
176,1392,296,2001,40,-35,45,-25,4
177,1400,304,2001,40,-35,45,-25,4
178,1408,312,2001,40,-35,45,-25,4
179,1416,320,2001,40,-35,45,-25,4
180,1424,328,2001,40,-35,45,-25,4
181,1432,336,2001,40,-35,45,-25,4
182,1440,344,2001,40,-35,45,-25,4
183,1448,352,2001,40,-35,45,-25,4
184,1456,360,2001,40,-35,45,-25,4
185,1462,1,2002,40,-35,45,-25,4
186,1469,8,2002,40,-35,45,-25,4
187,1477,16,2002,40,-35,45,-25,4
188,1485,24,2002,40,-35,45,-25,4
189,1493,32,2002,40,-35,45,-25,4
190,1501,40,2002,40,-35,45,-25,4
191,1509,48,2002,40,-35,45,-25,4
192,1517,56,2002,40,-35,45,-25,4
193,1525,64,2002,40,-35,45,-25,4
194,1533,72,2002,40,-35,45,-25,4
195,1541,80,2002,40,-35,45,-25,4
196,1549,88,2002,40,-35,45,-25,4
197,1557,96,2002,40,-35,45,-25,4
198,1565,104,2002,40,-35,45,-25,4
199,1573,112,2002,40,-35,45,-25,4
200,1581,120,2002,40,-35,45,-25,4
201,1589,128,2002,40,-35,45,-25,4
202,1597,136,2002,40,-35,45,-25,4
203,1605,144,2002,40,-35,45,-25,4
204,1613,152,2002,40,-35,45,-25,4
205,1621,160,2002,40,-35,45,-25,4
206,1629,168,2002,40,-35,45,-25,4
207,1637,176,2002,40,-35,45,-25,4
208,1645,184,2002,40,-35,45,-25,4
209,1653,192,2002,40,-35,45,-25,4
210,1661,200,2002,40,-35,45,-25,4
211,1669,208,2002,40,-35,45,-25,4
212,1677,216,2002,40,-35,45,-25,4
213,1685,224,2002,40,-35,45,-25,4
214,1693,232,2002,40,-35,45,-25,4
215,1701,240,2002,40,-35,45,-25,4
216,1709,248,2002,40,-35,45,-25,4
217,1717,256,2002,40,-35,45,-25,4
218,1725,264,2002,40,-35,45,-25,4
219,1733,272,2002,40,-35,45,-25,4
220,1741,280,2002,40,-35,45,-25,4
221,1749,288,2002,40,-35,45,-25,4
222,1757,296,2002,40,-35,45,-25,4
223,1765,304,2002,40,-35,45,-25,4
224,1773,312,2002,40,-35,45,-25,4
225,1781,320,2002,40,-35,45,-25,4
226,1789,328,2002,40,-35,45,-25,4
227,1797,336,2002,40,-35,45,-25,4
228,1805,344,2002,40,-35,45,-25,4
229,1813,352,2002,40,-35,45,-25,4
230,1821,360,2002,40,-35,45,-25,4
1,1,1,1998,45,-35,50,-25,5
2,8,8,1998,45,-35,50,-25,5
3,16,16,1998,45,-35,50,-25,5
4,24,24,1998,45,-35,50,-25,5
5,32,32,1998,45,-35,50,-25,5
6,40,40,1998,45,-35,50,-25,5
7,48,48,1998,45,-35,50,-25,5
8,56,56,1998,45,-35,50,-25,5
9,64,64,1998,45,-35,50,-25,5
10,72,72,1998,45,-35,50,-25,5
11,80,80,1998,45,-35,50,-25,5
12,88,88,1998,45,-35,50,-25,5
13,96,96,1998,45,-35,50,-25,5
14,104,104,1998,45,-35,50,-25,5
15,112,112,1998,45,-35,50,-25,5
16,120,120,1998,45,-35,50,-25,5
17,128,128,1998,45,-35,50,-25,5
18,136,136,1998,45,-35,50,-25,5
19,144,144,1998,45,-35,50,-25,5
20,152,152,1998,45,-35,50,-25,5
21,160,160,1998,45,-35,50,-25,5
22,168,168,1998,45,-35,50,-25,5
23,176,176,1998,45,-35,50,-25,5
24,184,184,1998,45,-35,50,-25,5
25,192,192,1998,45,-35,50,-25,5
26,200,200,1998,45,-35,50,-25,5
27,208,208,1998,45,-35,50,-25,5
28,216,216,1998,45,-35,50,-25,5
29,224,224,1998,45,-35,50,-25,5
30,232,232,1998,45,-35,50,-25,5
31,240,240,1998,45,-35,50,-25,5
32,248,248,1998,45,-35,50,-25,5
33,256,256,1998,45,-35,50,-25,5
34,264,264,1998,45,-35,50,-25,5
35,272,272,1998,45,-35,50,-25,5
36,280,280,1998,45,-35,50,-25,5
37,288,288,1998,45,-35,50,-25,5
38,296,296,1998,45,-35,50,-25,5
39,304,304,1998,45,-35,50,-25,5
40,312,312,1998,45,-35,50,-25,5
41,320,320,1998,45,-35,50,-25,5
42,328,328,1998,45,-35,50,-25,5
43,336,336,1998,45,-35,50,-25,5
44,344,344,1998,45,-35,50,-25,5
45,352,352,1998,45,-35,50,-25,5
46,360,360,1998,45,-35,50,-25,5
47,366,1,1999,45,-35,50,-25,5
48,373,8,1999,45,-35,50,-25,5
49,381,16,1999,45,-35,50,-25,5
50,389,24,1999,45,-35,50,-25,5
51,397,32,1999,45,-35,50,-25,5
52,405,40,1999,45,-35,50,-25,5
53,413,48,1999,45,-35,50,-25,5
54,421,56,1999,45,-35,50,-25,5
55,429,64,1999,45,-35,50,-25,5
56,437,72,1999,45,-35,50,-25,5
57,445,80,1999,45,-35,50,-25,5
58,453,88,1999,45,-35,50,-25,5
59,461,96,1999,45,-35,50,-25,5
60,469,104,1999,45,-35,50,-25,5
61,477,112,1999,45,-35,50,-25,5
62,485,120,1999,45,-35,50,-25,5
63,493,128,1999,45,-35,50,-25,5
64,501,136,1999,45,-35,50,-25,5
65,509,144,1999,45,-35,50,-25,5
66,517,152,1999,45,-35,50,-25,5
67,525,160,1999,45,-35,50,-25,5
68,533,168,1999,45,-35,50,-25,5
69,541,176,1999,45,-35,50,-25,5
70,549,184,1999,45,-35,50,-25,5
71,557,192,1999,45,-35,50,-25,5
72,565,200,1999,45,-35,50,-25,5
73,573,208,1999,45,-35,50,-25,5
74,581,216,1999,45,-35,50,-25,5
75,589,224,1999,45,-35,50,-25,5
76,597,232,1999,45,-35,50,-25,5
77,605,240,1999,45,-35,50,-25,5
78,613,248,1999,45,-35,50,-25,5
79,621,256,1999,45,-35,50,-25,5
80,629,264,1999,45,-35,50,-25,5
81,637,272,1999,45,-35,50,-25,5
82,645,280,1999,45,-35,50,-25,5
83,653,288,1999,45,-35,50,-25,5
84,661,296,1999,45,-35,50,-25,5
85,669,304,1999,45,-35,50,-25,5
86,677,312,1999,45,-35,50,-25,5
87,685,320,1999,45,-35,50,-25,5
88,693,328,1999,45,-35,50,-25,5
89,701,336,1999,45,-35,50,-25,5
90,709,344,1999,45,-35,50,-25,5
91,717,352,1999,45,-35,50,-25,5
92,725,360,1999,45,-35,50,-25,5
93,732,1,2000,45,-35,50,-25,5
94,739,8,2000,45,-35,50,-25,5
95,747,16,2000,45,-35,50,-25,5
96,755,24,2000,45,-35,50,-25,5
97,763,32,2000,45,-35,50,-25,5
98,771,40,2000,45,-35,50,-25,5
99,779,48,2000,45,-35,50,-25,5
100,787,56,2000,45,-35,50,-25,5
101,795,64,2000,45,-35,50,-25,5
102,803,72,2000,45,-35,50,-25,5
103,811,80,2000,45,-35,50,-25,5
104,819,88,2000,45,-35,50,-25,5
105,827,96,2000,45,-35,50,-25,5
106,835,104,2000,45,-35,50,-25,5
107,843,112,2000,45,-35,50,-25,5
108,851,120,2000,45,-35,50,-25,5
109,859,128,2000,45,-35,50,-25,5
110,867,136,2000,45,-35,50,-25,5
111,875,144,2000,45,-35,50,-25,5
112,883,152,2000,45,-35,50,-25,5
113,891,160,2000,45,-35,50,-25,5
114,899,168,2000,45,-35,50,-25,5
115,907,176,2000,45,-35,50,-25,5
116,915,184,2000,45,-35,50,-25,5
117,923,192,2000,45,-35,50,-25,5
118,931,200,2000,45,-35,50,-25,5
119,939,208,2000,45,-35,50,-25,5
120,947,216,2000,45,-35,50,-25,5
121,955,224,2000,45,-35,50,-25,5
122,963,232,2000,45,-35,50,-25,5
123,971,240,2000,45,-35,50,-25,5
124,979,248,2000,45,-35,50,-25,5
125,987,256,2000,45,-35,50,-25,5
126,995,264,2000,45,-35,50,-25,5
127,1003,272,2000,45,-35,50,-25,5
128,1011,280,2000,45,-35,50,-25,5
129,1019,288,2000,45,-35,50,-25,5
130,1027,296,2000,45,-35,50,-25,5
131,1035,304,2000,45,-35,50,-25,5
132,1043,312,2000,45,-35,50,-25,5
133,1051,320,2000,45,-35,50,-25,5
134,1059,328,2000,45,-35,50,-25,5
135,1067,336,2000,45,-35,50,-25,5
136,1075,344,2000,45,-35,50,-25,5
137,1083,352,2000,45,-35,50,-25,5
138,1091,360,2000,45,-35,50,-25,5
139,1097,1,2001,45,-35,50,-25,5
140,1104,8,2001,45,-35,50,-25,5
141,1112,16,2001,45,-35,50,-25,5
142,1120,24,2001,45,-35,50,-25,5
143,1128,32,2001,45,-35,50,-25,5
144,1136,40,2001,45,-35,50,-25,5
145,1144,48,2001,45,-35,50,-25,5
146,1152,56,2001,45,-35,50,-25,5
147,1160,64,2001,45,-35,50,-25,5
148,1168,72,2001,45,-35,50,-25,5
149,1176,80,2001,45,-35,50,-25,5
150,1184,88,2001,45,-35,50,-25,5
151,1192,96,2001,45,-35,50,-25,5
152,1200,104,2001,45,-35,50,-25,5
153,1208,112,2001,45,-35,50,-25,5
154,1216,120,2001,45,-35,50,-25,5
155,1224,128,2001,45,-35,50,-25,5
156,1232,136,2001,45,-35,50,-25,5
157,1240,144,2001,45,-35,50,-25,5
158,1248,152,2001,45,-35,50,-25,5
159,1256,160,2001,45,-35,50,-25,5
160,1264,168,2001,45,-35,50,-25,5
161,1272,176,2001,45,-35,50,-25,5
162,1280,184,2001,45,-35,50,-25,5
163,1288,192,2001,45,-35,50,-25,5
164,1296,200,2001,45,-35,50,-25,5
165,1304,208,2001,45,-35,50,-25,5
166,1312,216,2001,45,-35,50,-25,5
167,1320,224,2001,45,-35,50,-25,5
168,1328,232,2001,45,-35,50,-25,5
169,1336,240,2001,45,-35,50,-25,5
170,1344,248,2001,45,-35,50,-25,5
171,1352,256,2001,45,-35,50,-25,5
172,1360,264,2001,45,-35,50,-25,5
173,1368,272,2001,45,-35,50,-25,5
174,1376,280,2001,45,-35,50,-25,5
175,1384,288,2001,45,-35,50,-25,5
176,1392,296,2001,45,-35,50,-25,5
177,1400,304,2001,45,-35,50,-25,5
178,1408,312,2001,45,-35,50,-25,5
179,1416,320,2001,45,-35,50,-25,5
180,1424,328,2001,45,-35,50,-25,5
181,1432,336,2001,45,-35,50,-25,5
182,1440,344,2001,45,-35,50,-25,5
183,1448,352,2001,45,-35,50,-25,5
184,1456,360,2001,45,-35,50,-25,5
185,1462,1,2002,45,-35,50,-25,5
186,1469,8,2002,45,-35,50,-25,5
187,1477,16,2002,45,-35,50,-25,5
188,1485,24,2002,45,-35,50,-25,5
189,1493,32,2002,45,-35,50,-25,5
190,1501,40,2002,45,-35,50,-25,5
191,1509,48,2002,45,-35,50,-25,5
192,1517,56,2002,45,-35,50,-25,5
193,1525,64,2002,45,-35,50,-25,5
194,1533,72,2002,45,-35,50,-25,5
195,1541,80,2002,45,-35,50,-25,5
196,1549,88,2002,45,-35,50,-25,5
197,1557,96,2002,45,-35,50,-25,5
198,1565,104,2002,45,-35,50,-25,5
199,1573,112,2002,45,-35,50,-25,5
200,1581,120,2002,45,-35,50,-25,5
201,1589,128,2002,45,-35,50,-25,5
202,1597,136,2002,45,-35,50,-25,5
203,1605,144,2002,45,-35,50,-25,5
204,1613,152,2002,45,-35,50,-25,5
205,1621,160,2002,45,-35,50,-25,5
206,1629,168,2002,45,-35,50,-25,5
207,1637,176,2002,45,-35,50,-25,5
208,1645,184,2002,45,-35,50,-25,5
209,1653,192,2002,45,-35,50,-25,5
210,1661,200,2002,45,-35,50,-25,5
211,1669,208,2002,45,-35,50,-25,5
212,1677,216,2002,45,-35,50,-25,5
213,1685,224,2002,45,-35,50,-25,5
214,1693,232,2002,45,-35,50,-25,5
215,1701,240,2002,45,-35,50,-25,5
216,1709,248,2002,45,-35,50,-25,5
217,1717,256,2002,45,-35,50,-25,5
218,1725,264,2002,45,-35,50,-25,5
219,1733,272,2002,45,-35,50,-25,5
220,1741,280,2002,45,-35,50,-25,5
221,1749,288,2002,45,-35,50,-25,5
222,1757,296,2002,45,-35,50,-25,5
223,1765,304,2002,45,-35,50,-25,5
224,1773,312,2002,45,-35,50,-25,5
225,1781,320,2002,45,-35,50,-25,5
226,1789,328,2002,45,-35,50,-25,5
227,1797,336,2002,45,-35,50,-25,5
228,1805,344,2002,45,-35,50,-25,5
229,1813,352,2002,45,-35,50,-25,5
230,1821,360,2002,45,-35,50,-25,5
1,1,1,1998,50,-35,55,-25,6
2,8,8,1998,50,-35,55,-25,6
3,16,16,1998,50,-35,55,-25,6
4,24,24,1998,50,-35,55,-25,6
5,32,32,1998,50,-35,55,-25,6
6,40,40,1998,50,-35,55,-25,6
7,48,48,1998,50,-35,55,-25,6
8,56,56,1998,50,-35,55,-25,6
9,64,64,1998,50,-35,55,-25,6
10,72,72,1998,50,-35,55,-25,6
11,80,80,1998,50,-35,55,-25,6
12,88,88,1998,50,-35,55,-25,6
13,96,96,1998,50,-35,55,-25,6
14,104,104,1998,50,-35,55,-25,6
15,112,112,1998,50,-35,55,-25,6
16,120,120,1998,50,-35,55,-25,6
17,128,128,1998,50,-35,55,-25,6
18,136,136,1998,50,-35,55,-25,6
19,144,144,1998,50,-35,55,-25,6
20,152,152,1998,50,-35,55,-25,6
21,160,160,1998,50,-35,55,-25,6
22,168,168,1998,50,-35,55,-25,6
23,176,176,1998,50,-35,55,-25,6
24,184,184,1998,50,-35,55,-25,6
25,192,192,1998,50,-35,55,-25,6
26,200,200,1998,50,-35,55,-25,6
27,208,208,1998,50,-35,55,-25,6
28,216,216,1998,50,-35,55,-25,6
29,224,224,1998,50,-35,55,-25,6
30,232,232,1998,50,-35,55,-25,6
31,240,240,1998,50,-35,55,-25,6
32,248,248,1998,50,-35,55,-25,6
33,256,256,1998,50,-35,55,-25,6
34,264,264,1998,50,-35,55,-25,6
35,272,272,1998,50,-35,55,-25,6
36,280,280,1998,50,-35,55,-25,6
37,288,288,1998,50,-35,55,-25,6
38,296,296,1998,50,-35,55,-25,6
39,304,304,1998,50,-35,55,-25,6
40,312,312,1998,50,-35,55,-25,6
41,320,320,1998,50,-35,55,-25,6
42,328,328,1998,50,-35,55,-25,6
43,336,336,1998,50,-35,55,-25,6
44,344,344,1998,50,-35,55,-25,6
45,352,352,1998,50,-35,55,-25,6
46,360,360,1998,50,-35,55,-25,6
47,366,1,1999,50,-35,55,-25,6
48,373,8,1999,50,-35,55,-25,6
49,381,16,1999,50,-35,55,-25,6
50,389,24,1999,50,-35,55,-25,6
51,397,32,1999,50,-35,55,-25,6
52,405,40,1999,50,-35,55,-25,6
53,413,48,1999,50,-35,55,-25,6
54,421,56,1999,50,-35,55,-25,6
55,429,64,1999,50,-35,55,-25,6
56,437,72,1999,50,-35,55,-25,6
57,445,80,1999,50,-35,55,-25,6
58,453,88,1999,50,-35,55,-25,6
59,461,96,1999,50,-35,55,-25,6
60,469,104,1999,50,-35,55,-25,6
61,477,112,1999,50,-35,55,-25,6
62,485,120,1999,50,-35,55,-25,6
63,493,128,1999,50,-35,55,-25,6
64,501,136,1999,50,-35,55,-25,6
65,509,144,1999,50,-35,55,-25,6
66,517,152,1999,50,-35,55,-25,6
67,525,160,1999,50,-35,55,-25,6
68,533,168,1999,50,-35,55,-25,6
69,541,176,1999,50,-35,55,-25,6
70,549,184,1999,50,-35,55,-25,6
71,557,192,1999,50,-35,55,-25,6
72,565,200,1999,50,-35,55,-25,6
73,573,208,1999,50,-35,55,-25,6
74,581,216,1999,50,-35,55,-25,6
75,589,224,1999,50,-35,55,-25,6
76,597,232,1999,50,-35,55,-25,6
77,605,240,1999,50,-35,55,-25,6
78,613,248,1999,50,-35,55,-25,6
79,621,256,1999,50,-35,55,-25,6
80,629,264,1999,50,-35,55,-25,6
81,637,272,1999,50,-35,55,-25,6
82,645,280,1999,50,-35,55,-25,6
83,653,288,1999,50,-35,55,-25,6
84,661,296,1999,50,-35,55,-25,6
85,669,304,1999,50,-35,55,-25,6
86,677,312,1999,50,-35,55,-25,6
87,685,320,1999,50,-35,55,-25,6
88,693,328,1999,50,-35,55,-25,6
89,701,336,1999,50,-35,55,-25,6
90,709,344,1999,50,-35,55,-25,6
91,717,352,1999,50,-35,55,-25,6
92,725,360,1999,50,-35,55,-25,6
93,732,1,2000,50,-35,55,-25,6
94,739,8,2000,50,-35,55,-25,6
95,747,16,2000,50,-35,55,-25,6
96,755,24,2000,50,-35,55,-25,6
97,763,32,2000,50,-35,55,-25,6
98,771,40,2000,50,-35,55,-25,6
99,779,48,2000,50,-35,55,-25,6
100,787,56,2000,50,-35,55,-25,6
101,795,64,2000,50,-35,55,-25,6
102,803,72,2000,50,-35,55,-25,6
103,811,80,2000,50,-35,55,-25,6
104,819,88,2000,50,-35,55,-25,6
105,827,96,2000,50,-35,55,-25,6
106,835,104,2000,50,-35,55,-25,6
107,843,112,2000,50,-35,55,-25,6
108,851,120,2000,50,-35,55,-25,6
109,859,128,2000,50,-35,55,-25,6
110,867,136,2000,50,-35,55,-25,6
111,875,144,2000,50,-35,55,-25,6
112,883,152,2000,50,-35,55,-25,6
113,891,160,2000,50,-35,55,-25,6
114,899,168,2000,50,-35,55,-25,6
115,907,176,2000,50,-35,55,-25,6
116,915,184,2000,50,-35,55,-25,6
117,923,192,2000,50,-35,55,-25,6
118,931,200,2000,50,-35,55,-25,6
119,939,208,2000,50,-35,55,-25,6
120,947,216,2000,50,-35,55,-25,6
121,955,224,2000,50,-35,55,-25,6
122,963,232,2000,50,-35,55,-25,6
123,971,240,2000,50,-35,55,-25,6
124,979,248,2000,50,-35,55,-25,6
125,987,256,2000,50,-35,55,-25,6
126,995,264,2000,50,-35,55,-25,6
127,1003,272,2000,50,-35,55,-25,6
128,1011,280,2000,50,-35,55,-25,6
129,1019,288,2000,50,-35,55,-25,6
130,1027,296,2000,50,-35,55,-25,6
131,1035,304,2000,50,-35,55,-25,6
132,1043,312,2000,50,-35,55,-25,6
133,1051,320,2000,50,-35,55,-25,6
134,1059,328,2000,50,-35,55,-25,6
135,1067,336,2000,50,-35,55,-25,6
136,1075,344,2000,50,-35,55,-25,6
137,1083,352,2000,50,-35,55,-25,6
138,1091,360,2000,50,-35,55,-25,6
139,1097,1,2001,50,-35,55,-25,6
140,1104,8,2001,50,-35,55,-25,6
141,1112,16,2001,50,-35,55,-25,6
142,1120,24,2001,50,-35,55,-25,6
143,1128,32,2001,50,-35,55,-25,6
144,1136,40,2001,50,-35,55,-25,6
145,1144,48,2001,50,-35,55,-25,6
146,1152,56,2001,50,-35,55,-25,6
147,1160,64,2001,50,-35,55,-25,6
148,1168,72,2001,50,-35,55,-25,6
149,1176,80,2001,50,-35,55,-25,6
150,1184,88,2001,50,-35,55,-25,6
151,1192,96,2001,50,-35,55,-25,6
152,1200,104,2001,50,-35,55,-25,6
153,1208,112,2001,50,-35,55,-25,6
154,1216,120,2001,50,-35,55,-25,6
